Indicator,Company,Year,Value,Category,Category 2
Profit after tax for shareholders of parent company,HAD,2021,3.0,INCOME STATEMENT,Income
Profit after tax for shareholders of parent company,HAD,2022,11.0,INCOME STATEMENT,Income
Profit after tax for shareholders of parent company,THB,2020,3.0,INCOME STATEMENT,Income
Profit after tax for shareholders of parent company,THB,2021,6.0,INCOME STATEMENT,Income
Profit after tax for shareholders of parent company,THB,2022,10.0,INCOME STATEMENT,Income
Profit after tax for shareholders of parent company,VDL,2020,11.0,INCOME STATEMENT,Income
Profit after tax for shareholders of parent company,VDL,2021,3.0,INCOME STATEMENT,Income
Profit after tax for shareholders of parent company,VDL,2022,-16.0,INCOME STATEMENT,Income
Profit after tax for shareholders of parent company,HAT,2020,9.0,INCOME STATEMENT,Income
Profit after tax for shareholders of parent company,HAT,2021,1.0,INCOME STATEMENT,Income
Profit after tax for shareholders of parent company,HAT,2022,18.0,INCOME STATEMENT,Income
Profit after tax for shareholders of the parent company,BHN,2020,21.51,Ratios,Growth rates
Profit after tax for shareholders of the parent company,BHN,2021,-53.61,Ratios,Growth rates
Profit after tax for shareholders of the parent company,BHN,2022,52.03,Ratios,Growth rates
Profit after tax for shareholders of the parent company,SAB,2020,-6.53,Ratios,Growth rates
Profit after tax for shareholders of the parent company,SAB,2021,-22.15,Ratios,Growth rates
Profit after tax for shareholders of the parent company,SAB,2022,42.06,Ratios,Growth rates
Profit after tax for shareholders of the parent company,SCD,2020,-79.33,Ratios,Growth rates
Profit after tax for shareholders of the parent company,SCD,2021,-1138.48,Ratios,Growth rates
Profit after tax for shareholders of the parent company,SCD,2022,-236.78,Ratios,Growth rates
Profit after tax for shareholders of the parent company,SMB,2020,-23.29,Ratios,Growth rates
Profit after tax for shareholders of the parent company,SMB,2021,-0.08,Ratios,Growth rates
Profit after tax for shareholders of the parent company,SMB,2022,16.41,Ratios,Growth rates
Profit after tax for shareholders of the parent company,VCF,2020,6.28,Ratios,Growth rates
Profit after tax for shareholders of the parent company,VCF,2021,-40.74,Ratios,Growth rates
Profit after tax for shareholders of the parent company,VCF,2022,-25.59,Ratios,Growth rates
Profit after tax for shareholders of the parent company,HAD,2020,-16.54,Ratios,Growth rates
Profit after tax for shareholders of the parent company,HAD,2021,-61.94,Ratios,Growth rates
Profit after tax for shareholders of the parent company,HAD,2022,234.24,Ratios,Growth rates
Profit after tax for shareholders of the parent company,THB,2020,-80.08,Ratios,Growth rates
Profit after tax for shareholders of the parent company,THB,2021,82.11,Ratios,Growth rates
Profit after tax for shareholders of the parent company,THB,2022,78.17,Ratios,Growth rates
Profit after tax for shareholders of the parent company,VDL,2020,-31.69,Ratios,Growth rates
Profit after tax for shareholders of the parent company,VDL,2021,-71.58,Ratios,Growth rates
Profit after tax for shareholders of the parent company,VDL,2022,-600.4,Ratios,Growth rates
Profit after tax for shareholders of the parent company,HAT,2020,-45.88,Ratios,Growth rates
Profit after tax for shareholders of the parent company,HAT,2021,-87.93,Ratios,Growth rates
Profit after tax for shareholders of the parent company,HAT,2022,1627.65,Ratios,Growth rates
Profit before tax,BHN,2020,14.6,Ratios,Growth rates
Profit before tax,BHN,2021,-46.36,Ratios,Growth rates
Profit before tax,BHN,2022,53.66,Ratios,Growth rates
Profit before tax,SAB,2020,-8.59,Ratios,Growth rates
Profit before tax,SAB,2021,-20.53,Ratios,Growth rates
Profit before tax,SAB,2022,40.28,Ratios,Growth rates
Profit before tax,SCD,2020,-84.06,Ratios,Growth rates
Profit before tax,SCD,2021,-1127.93,Ratios,Growth rates
Profit before tax,SCD,2022,-236.22,Ratios,Growth rates
Profit before tax,SMB,2020,-23.1,Ratios,Growth rates
Profit before tax,SMB,2021,0.07,Ratios,Growth rates
Profit before tax,SMB,2022,16.17,Ratios,Growth rates
Profit before tax,VCF,2020,13.95,Ratios,Growth rates
Profit before tax,VCF,2021,-39.17,Ratios,Growth rates
Profit before tax,VCF,2022,-27.19,Ratios,Growth rates
Profit before tax,HAD,2020,-20.85,Ratios,Growth rates
Profit before tax,HAD,2021,-62.65,Ratios,Growth rates
Profit before tax,HAD,2022,257.96,Ratios,Growth rates
Profit before tax,THB,2020,-75.83,Ratios,Growth rates
Profit before tax,THB,2021,63.02,Ratios,Growth rates
Profit before tax,THB,2022,65.55,Ratios,Growth rates
Profit before tax,VDL,2020,-36.37,Ratios,Growth rates
Profit before tax,VDL,2021,-64.11,Ratios,Growth rates
Profit before tax,VDL,2022,-394.58,Ratios,Growth rates
Profit before tax,HAT,2020,-44.75,Ratios,Growth rates
Profit before tax,HAT,2021,-82.54,Ratios,Growth rates
Profit before tax,HAT,2022,1102.3,Ratios,Growth rates
Quick ratio,BHN,2020,2.24,Ratios,Liquidity ratios
Quick ratio,BHN,2021,1.8,Ratios,Liquidity ratios
Quick ratio,BHN,2022,2.27,Ratios,Liquidity ratios
Quick ratio,SAB,2020,3.49,Ratios,Liquidity ratios
Quick ratio,SAB,2021,2.92,Ratios,Liquidity ratios
Quick ratio,SAB,2022,2.68,Ratios,Liquidity ratios
Quick ratio,SCD,2020,3.67,Ratios,Liquidity ratios
Quick ratio,SCD,2021,1.99,Ratios,Liquidity ratios
Quick ratio,SCD,2022,0.39,Ratios,Liquidity ratios
Quick ratio,SMB,2020,0.56,Ratios,Liquidity ratios
Quick ratio,SMB,2021,0.85,Ratios,Liquidity ratios
Quick ratio,SMB,2022,0.88,Ratios,Liquidity ratios
Quick ratio,VCF,2020,2.2,Ratios,Liquidity ratios
Quick ratio,VCF,2021,1.87,Ratios,Liquidity ratios
Quick ratio,VCF,2022,3.19,Ratios,Liquidity ratios
Quick ratio,HAD,2020,2.76,Ratios,Liquidity ratios
Quick ratio,HAD,2021,2.28,Ratios,Liquidity ratios
Quick ratio,HAD,2022,2.8,Ratios,Liquidity ratios
Quick ratio,THB,2020,1.09,Ratios,Liquidity ratios
Quick ratio,THB,2021,1.33,Ratios,Liquidity ratios
Quick ratio,THB,2022,1.25,Ratios,Liquidity ratios
Quick ratio,VDL,2020,4.59,Ratios,Liquidity ratios
Quick ratio,VDL,2021,1.76,Ratios,Liquidity ratios
Quick ratio,VDL,2022,1.78,Ratios,Liquidity ratios
Quick ratio,HAT,2020,0.89,Ratios,Liquidity ratios
Quick ratio,HAT,2021,1.0,Ratios,Liquidity ratios
Quick ratio,HAT,2022,1.25,Ratios,Liquidity ratios
"Quick ratio (except: Inventories, Short-term receivables - reference)",BHN,2020,1.84,Ratios,Liquidity ratios
"Quick ratio (except: Inventories, Short-term receivables - reference)",BHN,2021,1.5,Ratios,Liquidity ratios
"Quick ratio (except: Inventories, Short-term receivables - reference)",BHN,2022,1.92,Ratios,Liquidity ratios
"Quick ratio (except: Inventories, Short-term receivables - reference)",SAB,2020,3.34,Ratios,Liquidity ratios
"Quick ratio (except: Inventories, Short-term receivables - reference)",SAB,2021,2.84,Ratios,Liquidity ratios
"Quick ratio (except: Inventories, Short-term receivables - reference)",SAB,2022,2.55,Ratios,Liquidity ratios
"Quick ratio (except: Inventories, Short-term receivables - reference)",SCD,2020,3.09,Ratios,Liquidity ratios
"Quick ratio (except: Inventories, Short-term receivables - reference)",SCD,2021,1.27,Ratios,Liquidity ratios
"Quick ratio (except: Inventories, Short-term receivables - reference)",SCD,2022,0.14,Ratios,Liquidity ratios
"Quick ratio (except: Inventories, Short-term receivables - reference)",SMB,2020,0.27,Ratios,Liquidity ratios
"Quick ratio (except: Inventories, Short-term receivables - reference)",SMB,2021,0.73,Ratios,Liquidity ratios
"Quick ratio (except: Inventories, Short-term receivables - reference)",SMB,2022,0.76,Ratios,Liquidity ratios
"Quick ratio (except: Inventories, Short-term receivables - reference)",VCF,2020,0.32,Ratios,Liquidity ratios
"Quick ratio (except: Inventories, Short-term receivables - reference)",VCF,2021,1.66,Ratios,Liquidity ratios
"Quick ratio (except: Inventories, Short-term receivables - reference)",VCF,2022,0.5,Ratios,Liquidity ratios
"Quick ratio (except: Inventories, Short-term receivables - reference)",HAD,2020,2.73,Ratios,Liquidity ratios
"Quick ratio (except: Inventories, Short-term receivables - reference)",HAD,2021,2.25,Ratios,Liquidity ratios
"Quick ratio (except: Inventories, Short-term receivables - reference)",HAD,2022,2.73,Ratios,Liquidity ratios
"Quick ratio (except: Inventories, Short-term receivables - reference)",THB,2020,0.55,Ratios,Liquidity ratios
"Quick ratio (except: Inventories, Short-term receivables - reference)",THB,2021,0.75,Ratios,Liquidity ratios
"Quick ratio (except: Inventories, Short-term receivables - reference)",THB,2022,0.4,Ratios,Liquidity ratios
"Quick ratio (except: Inventories, Short-term receivables - reference)",VDL,2020,2.0,Ratios,Liquidity ratios
"Quick ratio (except: Inventories, Short-term receivables - reference)",VDL,2021,0.92,Ratios,Liquidity ratios
"Quick ratio (except: Inventories, Short-term receivables - reference)",VDL,2022,0.66,Ratios,Liquidity ratios
"Quick ratio (except: Inventories, Short-term receivables - reference)",HAT,2020,0.83,Ratios,Liquidity ratios
"Quick ratio (except: Inventories, Short-term receivables - reference)",HAT,2021,0.89,Ratios,Liquidity ratios
"Quick ratio (except: Inventories, Short-term receivables - reference)",HAT,2022,1.05,Ratios,Liquidity ratios
Ratios - BHN,BHN,2020,2020.0,,
Ratios - BHN,BHN,2021,2021.0,,
Ratios - BHN,BHN,2022,2022.0,,
Ratios - HAD,HAD,2020,2020.0,,
Ratios - HAD,HAD,2021,2021.0,,
Ratios - HAD,HAD,2022,2022.0,,
Ratios - HAT,HAT,2020,2020.0,,
Ratios - HAT,HAT,2021,2021.0,,
Ratios - HAT,HAT,2022,2022.0,,
Ratios - SAB,SAB,2020,2020.0,,
Ratios - SAB,SAB,2021,2021.0,,
Ratios - SAB,SAB,2022,2022.0,,
Ratios - SCD,SCD,2020,2020.0,,
Ratios - SCD,SCD,2021,2021.0,,
Ratios - SCD,SCD,2022,2022.0,,
Ratios - SMB,SMB,2020,2020.0,,
Ratios - SMB,SMB,2021,2021.0,,
Ratios - SMB,SMB,2022,2022.0,,
Ratios - THB,THB,2020,2020.0,,
Ratios - THB,THB,2021,2021.0,,
Ratios - THB,THB,2022,2022.0,,
Ratios - VCF,VCF,2020,2020.0,,
Ratios - VCF,VCF,2021,2021.0,,
Ratios - VCF,VCF,2022,2022.0,,
Ratios - VDL,VDL,2020,2020.0,,
Ratios - VDL,VDL,2021,2021.0,,
Ratios - VDL,VDL,2022,2022.0,,
Receivables turnover,BHN,2020,41.35,Ratios,Efficiency ratios
Receivables turnover,BHN,2021,33.07,Ratios,Efficiency ratios
Receivables turnover,BHN,2022,29.23,Ratios,Efficiency ratios
Receivables turnover,SAB,2020,246.37,Ratios,Efficiency ratios
Receivables turnover,SAB,2021,309.74,Ratios,Efficiency ratios
Receivables turnover,SAB,2022,159.42,Ratios,Efficiency ratios
Receivables turnover,SCD,2020,14.35,Ratios,Efficiency ratios
Receivables turnover,SCD,2021,8.99,Ratios,Efficiency ratios
Receivables turnover,SCD,2022,6.45,Ratios,Efficiency ratios
Receivables turnover,SMB,2020,21.55,Ratios,Efficiency ratios
Receivables turnover,SMB,2021,28.65,Ratios,Efficiency ratios
Receivables turnover,SMB,2022,48.34,Ratios,Efficiency ratios
Receivables turnover,VCF,2020,4.04,Ratios,Efficiency ratios
Receivables turnover,VCF,2021,12.58,Ratios,Efficiency ratios
Receivables turnover,VCF,2022,7.76,Ratios,Efficiency ratios
Receivables turnover,HAD,2020,372.65,Ratios,Efficiency ratios
Receivables turnover,THB,2020,34.92,Ratios,Efficiency ratios
Receivables turnover,THB,2021,25.47,Ratios,Efficiency ratios
Receivables turnover,THB,2022,20.62,Ratios,Efficiency ratios
Receivables turnover,VDL,2020,15.38,Ratios,Efficiency ratios
Receivables turnover,VDL,2021,10.62,Ratios,Efficiency ratios
Receivables turnover,VDL,2022,10.33,Ratios,Efficiency ratios
Receivables turnover,HAT,2020,2345.79,Ratios,Efficiency ratios
Receivables turnover,HAT,2021,245.07,Ratios,Efficiency ratios
Receivables turnover,HAT,2022,442.16,Ratios,Efficiency ratios
Return on capital employed (ROCE),BHN,2020,13.88,Ratios,Profitability ratios
Return on capital employed (ROCE),BHN,2021,7.78,Ratios,Profitability ratios
Return on capital employed (ROCE),BHN,2022,12.33,Ratios,Profitability ratios
Return on capital employed (ROCE),SAB,2020,28.67,Ratios,Profitability ratios
Return on capital employed (ROCE),SAB,2021,21.6,Ratios,Profitability ratios
Return on capital employed (ROCE),SAB,2022,28.3,Ratios,Profitability ratios
Return on capital employed (ROCE),SCD,2020,2.05,Ratios,Profitability ratios
Return on capital employed (ROCE),SCD,2021,-6.15,Ratios,Profitability ratios
Return on capital employed (ROCE),SCD,2022,-9.18,Ratios,Profitability ratios
Return on capital employed (ROCE),SMB,2020,39.89,Ratios,Profitability ratios
Return on capital employed (ROCE),SMB,2021,36.78,Ratios,Profitability ratios
Return on capital employed (ROCE),SMB,2022,38.94,Ratios,Profitability ratios
Return on capital employed (ROCE),VCF,2020,62.0,Ratios,Profitability ratios
Return on capital employed (ROCE),VCF,2021,39.93,Ratios,Profitability ratios
Return on capital employed (ROCE),VCF,2022,27.65,Ratios,Profitability ratios
Return on capital employed (ROCE),HAD,2020,12.99,Ratios,Profitability ratios
Return on capital employed (ROCE),HAD,2021,4.96,Ratios,Profitability ratios
Return on capital employed (ROCE),HAD,2022,17.83,Ratios,Profitability ratios
Return on capital employed (ROCE),THB,2020,3.19,Ratios,Profitability ratios
Return on capital employed (ROCE),THB,2021,5.18,Ratios,Profitability ratios
Return on capital employed (ROCE),THB,2022,8.41,Ratios,Profitability ratios
Return on capital employed (ROCE),VDL,2020,6.91,Ratios,Profitability ratios
Return on capital employed (ROCE),VDL,2021,2.51,Ratios,Profitability ratios
Return on capital employed (ROCE),VDL,2022,-6.64,Ratios,Profitability ratios
Return on capital employed (ROCE),HAT,2020,17.54,Ratios,Profitability ratios
Return on capital employed (ROCE),HAT,2021,3.44,Ratios,Profitability ratios
Return on capital employed (ROCE),HAT,2022,40.36,Ratios,Profitability ratios
ROA,BHN,2020,8.49,Ratios,Profitability ratios
ROA,BHN,2021,4.12,Ratios,Profitability ratios
ROA,BHN,2022,6.46,Ratios,Profitability ratios
ROA,SAB,2020,17.39,Ratios,Profitability ratios
ROA,SAB,2021,12.71,Ratios,Profitability ratios
ROA,SAB,2022,16.09,Ratios,Profitability ratios
ROA,SCD,2020,1.04,Ratios,Profitability ratios
ROA,SCD,2021,-9.12,Ratios,Profitability ratios
ROA,SCD,2022,-10.05,Ratios,Profitability ratios
ROA,SMB,2020,19.83,Ratios,Profitability ratios
ROA,SMB,2021,18.23,Ratios,Profitability ratios
ROA,SMB,2022,19.29,Ratios,Profitability ratios
ROA,VCF,2020,33.21,Ratios,Profitability ratios
ROA,VCF,2021,21.03,Ratios,Profitability ratios
ROA,VCF,2022,15.75,Ratios,Profitability ratios
ROA,HAD,2020,8.5,Ratios,Profitability ratios
ROA,HAD,2021,3.45,Ratios,Profitability ratios
ROA,HAD,2022,11.43,Ratios,Profitability ratios
ROA,THB,2020,1.03,Ratios,Profitability ratios
ROA,THB,2021,1.84,Ratios,Profitability ratios
ROA,THB,2022,3.21,Ratios,Profitability ratios
ROA,VDL,2020,4.73,Ratios,Profitability ratios
ROA,VDL,2021,1.43,Ratios,Profitability ratios
ROA,VDL,2022,-7.31,Ratios,Profitability ratios
ROA,HAT,2020,5.64,Ratios,Profitability ratios
ROA,HAT,2021,0.74,Ratios,Profitability ratios
ROA,HAT,2022,12.18,Ratios,Profitability ratios
ROE,BHN,2020,12.02,Ratios,Profitability ratios
ROE,BHN,2021,5.76,Ratios,Profitability ratios
ROE,BHN,2022,9.13,Ratios,Profitability ratios
ROE,SAB,2020,22.88,Ratios,Profitability ratios
ROE,SAB,2021,16.79,Ratios,Profitability ratios
ROE,SAB,2022,22.14,Ratios,Profitability ratios
ROE,SCD,2020,1.76,Ratios,Profitability ratios
ROE,SCD,2021,-20.36,Ratios,Profitability ratios
ROE,SCD,2022,-36.92,Ratios,Profitability ratios
ROE,SMB,2020,32.84,Ratios,Profitability ratios
ROE,SMB,2021,30.25,Ratios,Profitability ratios
ROE,SMB,2022,31.83,Ratios,Profitability ratios
ROE,VCF,2020,49.22,Ratios,Profitability ratios
ROE,VCF,2021,31.06,Ratios,Profitability ratios
ROE,VCF,2022,21.82,Ratios,Profitability ratios
ROE,HAD,2020,10.87,Ratios,Profitability ratios
ROE,HAD,2021,4.23,Ratios,Profitability ratios
ROE,HAD,2022,14.2,Ratios,Profitability ratios
ROE,THB,2020,2.08,Ratios,Profitability ratios
ROE,THB,2021,3.78,Ratios,Profitability ratios
ROE,THB,2022,6.59,Ratios,Profitability ratios
ROE,VDL,2020,5.78,Ratios,Profitability ratios
ROE,VDL,2021,1.58,Ratios,Profitability ratios
ROE,VDL,2022,-8.19,Ratios,Profitability ratios
ROE,HAT,2020,13.67,Ratios,Profitability ratios
ROE,HAT,2021,1.86,Ratios,Profitability ratios
ROE,HAT,2022,31.24,Ratios,Profitability ratios
Selling expenses/Net revenue,BHN,2020,14.42,Ratios,Cost structure
Selling expenses/Net revenue,BHN,2021,14.23,Ratios,Cost structure
Selling expenses/Net revenue,BHN,2022,15.35,Ratios,Cost structure
Selling expenses/Net revenue,SAB,2020,10.22,Ratios,Cost structure
Selling expenses/Net revenue,SAB,2021,13.27,Ratios,Cost structure
Selling expenses/Net revenue,SAB,2022,12.96,Ratios,Cost structure
Selling expenses/Net revenue,SCD,2020,13.05,Ratios,Cost structure
Selling expenses/Net revenue,SCD,2021,16.42,Ratios,Cost structure
Selling expenses/Net revenue,SCD,2022,25.45,Ratios,Cost structure
Selling expenses/Net revenue,SMB,2020,4.24,Ratios,Cost structure
Selling expenses/Net revenue,SMB,2021,4.5,Ratios,Cost structure
Selling expenses/Net revenue,SMB,2022,5.37,Ratios,Cost structure
Selling expenses/Net revenue,VCF,2020,0.24,Ratios,Cost structure
Selling expenses/Net revenue,VCF,2021,0.71,Ratios,Cost structure
Selling expenses/Net revenue,VCF,2022,0.54,Ratios,Cost structure
Selling expenses/Net revenue,HAD,2020,12.0,Ratios,Cost structure
Selling expenses/Net revenue,HAD,2021,12.92,Ratios,Cost structure
Selling expenses/Net revenue,HAD,2022,13.1,Ratios,Cost structure
Selling expenses/Net revenue,THB,2020,10.15,Ratios,Cost structure
Selling expenses/Net revenue,THB,2021,9.2,Ratios,Cost structure
Selling expenses/Net revenue,THB,2022,9.5,Ratios,Cost structure
Selling expenses/Net revenue,VDL,2020,2.08,Ratios,Cost structure
Selling expenses/Net revenue,VDL,2021,2.58,Ratios,Cost structure
Selling expenses/Net revenue,VDL,2022,3.7,Ratios,Cost structure
Selling expenses/Net revenue,HAT,2020,3.1,Ratios,Cost structure
Selling expenses/Net revenue,HAT,2021,4.11,Ratios,Cost structure
Selling expenses/Net revenue,HAT,2022,3.55,Ratios,Cost structure
Short-term assets/Total assets,BHN,2020,58.57,Ratios,Short-term asset structure
Short-term assets/Total assets,BHN,2021,61.26,Ratios,Short-term asset structure
Short-term assets/Total assets,BHN,2022,66.96,Ratios,Short-term asset structure
Short-term assets/Total assets,SAB,2020,71.28,Ratios,Short-term asset structure
Short-term assets/Total assets,SAB,2021,75.04,Ratios,Short-term asset structure
Short-term assets/Total assets,SAB,2022,77.93,Ratios,Short-term asset structure
Short-term assets/Total assets,SCD,2020,44.5,Ratios,Short-term asset structure
Short-term assets/Total assets,SCD,2021,25.61,Ratios,Short-term asset structure
Short-term assets/Total assets,SCD,2022,17.02,Ratios,Short-term asset structure
Short-term assets/Total assets,SMB,2020,41.26,Ratios,Short-term asset structure
Short-term assets/Total assets,SMB,2021,52.34,Ratios,Short-term asset structure
Short-term assets/Total assets,SMB,2022,57.3,Ratios,Short-term asset structure
Short-term assets/Total assets,VCF,2020,75.96,Ratios,Short-term asset structure
Short-term assets/Total assets,VCF,2021,76.94,Ratios,Short-term asset structure
Short-term assets/Total assets,VCF,2022,84.05,Ratios,Short-term asset structure
Short-term assets/Total assets,HAD,2020,64.74,Ratios,Short-term asset structure
Short-term assets/Total assets,HAD,2021,69.73,Ratios,Short-term asset structure
Short-term assets/Total assets,HAD,2022,73.71,Ratios,Short-term asset structure
Short-term assets/Total assets,THB,2020,68.24,Ratios,Short-term asset structure
Short-term assets/Total assets,THB,2021,77.46,Ratios,Short-term asset structure
Short-term assets/Total assets,THB,2022,76.27,Ratios,Short-term asset structure
Short-term assets/Total assets,VDL,2020,67.66,Ratios,Short-term asset structure
Short-term assets/Total assets,VDL,2021,72.39,Ratios,Short-term asset structure
Short-term assets/Total assets,VDL,2022,72.74,Ratios,Short-term asset structure
Short-term assets/Total assets,HAT,2020,57.17,Ratios,Short-term asset structure
Short-term assets/Total assets,HAT,2021,62.07,Ratios,Short-term asset structure
Short-term assets/Total assets,HAT,2022,79.64,Ratios,Short-term asset structure
Short-term investments/Short-term assets,BHN,2020,53.02,Ratios,Short-term asset structure
Short-term investments/Short-term assets,BHN,2021,56.27,Ratios,Short-term asset structure
Short-term investments/Short-term assets,BHN,2022,61.37,Ratios,Short-term asset structure
Short-term investments/Short-term assets,SAB,2020,74.55,Ratios,Short-term asset structure
Short-term investments/Short-term assets,SAB,2021,74.27,Ratios,Short-term asset structure
Short-term investments/Short-term assets,SAB,2022,72.27,Ratios,Short-term asset structure
Short-term investments/Short-term assets,SCD,2020,27.43,Ratios,Short-term asset structure
Short-term investments/Short-term assets,SMB,2020,12.06,Ratios,Short-term asset structure
Short-term investments/Short-term assets,SMB,2021,43.83,Ratios,Short-term asset structure
Short-term investments/Short-term assets,SMB,2022,39.24,Ratios,Short-term asset structure
Short-term investments/Short-term assets,VCF,2020,0.0,Ratios,Short-term asset structure
Short-term investments/Short-term assets,VCF,2021,0.03,Ratios,Short-term asset structure
Short-term investments/Short-term assets,VCF,2022,0.02,Ratios,Short-term asset structure
Short-term investments/Short-term assets,HAD,2020,63.17,Ratios,Short-term asset structure
Short-term investments/Short-term assets,HAD,2021,59.06,Ratios,Short-term asset structure
Short-term investments/Short-term assets,HAD,2022,68.91,Ratios,Short-term asset structure
Short-term investments/Short-term assets,THB,2020,1.65,Ratios,Short-term asset structure
Short-term investments/Short-term assets,THB,2021,1.43,Ratios,Short-term asset structure
Short-term investments/Short-term assets,THB,2022,6.28,Ratios,Short-term asset structure
Short-term investments/Short-term assets,VDL,2020,0.0,Ratios,Short-term asset structure
Short-term investments/Short-term assets,VDL,2022,0.33,Ratios,Short-term asset structure
Short-term investments/Short-term assets,HAT,2020,57.74,Ratios,Short-term asset structure
Short-term investments/Short-term assets,HAT,2021,69.38,Ratios,Short-term asset structure
Short-term investments/Short-term assets,HAT,2022,79.21,Ratios,Short-term asset structure
Short-term liabilities to equity,BHN,2020,30.45,Ratios,Leverage ratios
Short-term liabilities to equity,BHN,2021,43.55,Ratios,Leverage ratios
Short-term liabilities to equity,BHN,2022,34.23,Ratios,Leverage ratios
Short-term liabilities to equity,SAB,2020,24.38,Ratios,Leverage ratios
Short-term liabilities to equity,SAB,2021,32.12,Ratios,Leverage ratios
Short-term liabilities to equity,SAB,2022,37.47,Ratios,Leverage ratios
Short-term liabilities to equity,SCD,2020,20.58,Ratios,Leverage ratios
Short-term liabilities to equity,SCD,2021,22.95,Ratios,Leverage ratios
Short-term liabilities to equity,SCD,2022,185.59,Ratios,Leverage ratios
Short-term liabilities to equity,SMB,2020,57.3,Ratios,Leverage ratios
Short-term liabilities to equity,SMB,2021,64.43,Ratios,Leverage ratios
Short-term liabilities to equity,SMB,2022,57.05,Ratios,Leverage ratios
Short-term liabilities to equity,VCF,2020,41.92,Ratios,Leverage ratios
Short-term liabilities to equity,VCF,2021,53.55,Ratios,Leverage ratios
Short-term liabilities to equity,VCF,2022,26.37,Ratios,Leverage ratios
Short-term liabilities to equity,HAD,2020,20.65,Ratios,Leverage ratios
Short-term liabilities to equity,HAD,2021,24.8,Ratios,Leverage ratios
Short-term liabilities to equity,HAD,2022,23.75,Ratios,Leverage ratios
Short-term liabilities to equity,THB,2020,97.45,Ratios,Leverage ratios
Short-term liabilities to equity,THB,2021,98.12,Ratios,Leverage ratios
Short-term liabilities to equity,THB,2022,95.83,Ratios,Leverage ratios
Short-term liabilities to equity,VDL,2020,7.67,Ratios,Leverage ratios
Short-term liabilities to equity,VDL,2021,13.48,Ratios,Leverage ratios
Short-term liabilities to equity,VDL,2022,9.02,Ratios,Leverage ratios
Short-term liabilities to equity,HAT,2020,153.42,Ratios,Leverage ratios
Short-term liabilities to equity,HAT,2021,148.06,Ratios,Leverage ratios
Short-term liabilities to equity,HAT,2022,162.83,Ratios,Leverage ratios
Short-term liabilities to total liabilities,BHN,2020,89.61,Ratios,Leverage ratios
Short-term liabilities to total liabilities,BHN,2021,93.44,Ratios,Leverage ratios
Short-term liabilities to total liabilities,BHN,2022,94.15,Ratios,Leverage ratios
Short-term liabilities to total liabilities,SAB,2020,83.98,Ratios,Leverage ratios
Short-term liabilities to total liabilities,SAB,2021,91.96,Ratios,Leverage ratios
Short-term liabilities to total liabilities,SAB,2022,93.31,Ratios,Leverage ratios
Short-term liabilities to total liabilities,SCD,2020,18.42,Ratios,Leverage ratios
Short-term liabilities to total liabilities,SCD,2021,16.68,Ratios,Leverage ratios
Short-term liabilities to total liabilities,SCD,2022,40.74,Ratios,Leverage ratios
Short-term liabilities to total liabilities,SMB,2020,91.89,Ratios,Leverage ratios
Short-term liabilities to total liabilities,SMB,2021,93.21,Ratios,Leverage ratios
Short-term liabilities to total liabilities,SMB,2022,93.09,Ratios,Leverage ratios
Short-term liabilities to total liabilities,VCF,2020,99.17,Ratios,Leverage ratios
Short-term liabilities to total liabilities,VCF,2021,98.97,Ratios,Leverage ratios
Short-term liabilities to total liabilities,VCF,2022,98.89,Ratios,Leverage ratios
Short-term liabilities to total liabilities,HAD,2020,100.0,Ratios,Leverage ratios
Short-term liabilities to total liabilities,HAD,2021,100.0,Ratios,Leverage ratios
Short-term liabilities to total liabilities,HAD,2022,100.0,Ratios,Leverage ratios
Short-term liabilities to total liabilities,THB,2020,92.13,Ratios,Leverage ratios
Short-term liabilities to total liabilities,THB,2021,92.13,Ratios,Leverage ratios
Short-term liabilities to total liabilities,THB,2022,92.05,Ratios,Leverage ratios
Short-term liabilities to total liabilities,VDL,2020,97.22,Ratios,Leverage ratios
Short-term liabilities to total liabilities,VDL,2021,99.14,Ratios,Leverage ratios
Short-term liabilities to total liabilities,VDL,2022,87.64,Ratios,Leverage ratios
Short-term liabilities to total liabilities,HAT,2020,100.0,Ratios,Leverage ratios
Short-term liabilities to total liabilities,HAT,2021,100.0,Ratios,Leverage ratios
Short-term liabilities to total liabilities,HAT,2022,100.0,Ratios,Leverage ratios
Short-term ratio,BHN,2020,2.58,Ratios,Liquidity ratios
Short-term ratio,BHN,2021,2.06,Ratios,Liquidity ratios
Short-term ratio,BHN,2022,2.67,Ratios,Liquidity ratios
Short-term ratio,SAB,2020,3.77,Ratios,Liquidity ratios
Short-term ratio,SAB,2021,3.15,Ratios,Liquidity ratios
Short-term ratio,SAB,2022,2.92,Ratios,Liquidity ratios
Short-term ratio,SCD,2020,4.58,Ratios,Liquidity ratios
Short-term ratio,SCD,2021,2.65,Ratios,Liquidity ratios
Short-term ratio,SCD,2022,0.51,Ratios,Liquidity ratios
Short-term ratio,SMB,2020,1.17,Ratios,Liquidity ratios
Short-term ratio,SMB,2021,1.37,Ratios,Liquidity ratios
Short-term ratio,SMB,2022,1.62,Ratios,Liquidity ratios
Short-term ratio,VCF,2020,2.58,Ratios,Liquidity ratios
Short-term ratio,VCF,2021,2.21,Ratios,Liquidity ratios
Short-term ratio,VCF,2022,4.04,Ratios,Liquidity ratios
Short-term ratio,HAD,2020,3.78,Ratios,Liquidity ratios
